371.9267,59.6302,683.2818,78.1413,140.8570,725.8706,65.6529,704.4210,70.4667,582.0699,56.5139,640.3527,80.2160,45.2806,43.4041,550.5080,36.5453,65.4163,57.1200,339.8362,675.3489,72.6442,79.2338,60.4484,339.7498,666.2877,68.5940,341.2269,80.1815,67.9151,67.8544,69.1779,78.0222,61.8890,56.0433,67.7686,66.1303,338.7714,70.1069,643.4125,80.9509,66.9812,68.4636,387.6712,336.8102,667.0295,58.6168,73.0241,70.5078,68.1455,69.7154,71.3139,52.2639,68.0465,633.2240,70.5784,340.2496,666.1548,71.1174,426.8122,65.9417,657.8351,71.3748,227.7471,66.5915,388.7838,70.3906,152.8083,79.6723,335.8497,665.8130,38.6801,334.1476,70.4458,57.9396,637.9478,69.9751,65.9795,136.6757,147.1840,70.1007,67.1104,69.3874,494.5117,331.8798,666.9024,267.1490,68.8923,65.2714,642.7706,352.7270,756.1859,81.3196,54.7424,648.3217,336.7231,669.1846,333.5444,248.9922,716.2771,80.9043,32.6390,75.1726,69.3622,642.9303,72.1618,74.3596,62.1962,652.7392,61.3851,179.6608,605.3484,333.4904,669.1072,52.1681,53.9473,136.7642,335.9765,73.6706,68.2364,71.8405,635.2111,124.8522,51.9597,178.5698,84.0471,67.9945,66.3113,145.2734,77.0566,69.2605,74.3638,73.9764,80.4389,68.7207,170.9026,68.1723,251.3069,648.1689,69.9958,620.0681,666.7094,80.7606,68.2723,60.1353,38.8565,90.8928,131.0941,75.5586,73.9149
373.8594,59.9929,684.4530,80.7991,141.1986,727.2127,65.6529,705.7685,70.7709,583.5162,57.0676,641.0538,82.6691,45.6021,43.7656,552.1118,36.9545,65.5824,57.6510,340.7408,677.2433,73.3570,81.7389,60.8615,340.8561,667.4344,69.1716,341.9895,82.6037,68.3250,68.0370,69.5779,80.4257,62.4363,56.6314,67.8841,66.4623,339.0944,70.3919,644.4254,83.6266,67.6131,69.0073,389.0902,337.3600,668.0198,60.7868,73.6566,71.0554,68.7076,70.5712,72.2187,52.8046,68.3838,634.1860,71.8743,340.7096,667.0457,71.8538,428.3123,66.5053,658.6197,72.2430,229.2908,66.9455,390.3128,71.1976,157.0086,82.0530,336.2123,666.7751,39.4519,335.4046,71.2187,58.6649,638.7478,70.4651,66.9342,138.7679,148.9566,70.7695,67.7218,70.0965,495.2438,332.2708,668.1180,268.4020,69.6522,66.1857,643.7940,354.5821,759.3168,83.6253,55.5760,649.9344,336.9939,670.8584,333.8879,249.9503,718.1925,83.2988,33.3193,77.0705,69.9151,644.3649,72.9751,74.9735,63.3356,654.9418,62.0809,181.2084,607.2972,333.7638,671.6365,52.8403,54.5254,138.1222,336.2677,74.7211,68.7089,72.9521,637.4956,126.3864,52.5297,179.8488,85.6291,68.5813,66.9740,146.4749,79.1070,70.4839,76.6127,74.7344,82.8865,69.2397,173.4593,68.7884,252.1363,650.0974,70.5256,621.9973,668.3442,83.1836,68.9001,61.1304,39.5529,92.6601,132.1521,76.4589,74.6022
375.7962,60.3719,685.6148,83.5736,141.5543,728.5579,65.6529,707.1117,71.0873,584.9787,57.6417,641.7565,85.2434,45.9429,44.1416,553.7089,37.3845,65.7568,58.2038,341.6763,679.1184,74.0882,84.3497,61.2899,341.9908,668.5833,69.7855,342.7618,85.1198,68.7485,68.2278,69.9948,82.9377,63.0074,57.2500,68.0028,66.8134,339.4231,70.6873,645.4381,86.4173,68.2794,69.5757,390.5261,337.9285,669.0094,63.0507,74.3091,71.6258,69.2932,71.4652,73.1726,53.3682,68.7382,635.1423,73.2180,341.1855,667.9225,72.6163,429.8198,67.0945,659.3910,73.1428,230.8266,67.3094,391.8456,72.0285,161.2289,84.5399,336.5899,667.7458,40.2567,336.6738,72.0224,59.4208,639.5562,70.9725,67.9401,140.8628,150.7481,71.4711,68.3638,70.8355,495.9868,332.6781,669.3597,269.6673,70.4461,67.1427,644.8380,356.4611,762.4433,86.0319,56.4446,651.5466,337.2735,672.5620,334.2455,250.8875,720.1185,85.7952,34.0279,79.0008,70.4863,645.8421,73.8170,75.6157,64.5204,657.1702,62.7982,182.7576,609.2572,334.0506,674.1631,53.5411,55.1226,139.4634,336.5745,75.8149,69.2057,74.1088,639.8130,127.9384,53.1262,181.1205,87.2770,69.1991,67.6713,147.6565,81.2374,71.7515,78.9621,75.5277,85.4258,69.7792,176.0399,69.4326,252.9319,652.0024,71.0708,623.9458,669.9752,85.6966,69.5553,62.1633,40.2793,94.5036,133.2146,77.3953,75.3178
377.7342,60.7715,686.7684,86.4894,141.9261,729.9048,65.6530,708.4479,71.4191,586.4561,58.2406,642.4610,87.9674,46.3078,44.5358,555.3011,37.8409,65.9413,58.7832,342.6493,680.9752,74.8416,87.0907,61.7371,343.1599,669.7346,70.4434,343.5452,87.7501,69.1893,68.4289,70.4317,85.5815,63.6079,57.9064,68.1243,67.1886,339.7583,70.9953,646.4506,89.3483,68.9877,70.1740,391.9809,338.5195,669.9982,65.4310,74.9860,72.2244,69.9092,72.4056,74.1872,53.9599,69.1142,636.0927,74.6186,341.6808,668.7856,73.4104,431.3351,67.7159,660.1473,74.0814,232.3556,67.6865,393.3811,72.8886,165.4611,87.1596,336.9860,668.7257,41.1025,337.9554,72.8626,60.2145,640.3735,71.5015,69.0111,142.9599,152.5568,72.2136,69.0442,71.6111,496.7421,333.1057,670.6268,270.9455,71.2834,68.1517,645.9032,358.3611,765.5639,88.5629,57.3563,653.1545,337.5648,674.2980,334.6210,251.8050,722.0546,88.4178,34.7711,80.9609,71.0773,647.3609,74.6938,76.2923,65.7606,659.4251,63.5414,184.3111,611.2254,334.3538,676.6852,54.2773,55.7428,140.7866,336.9006,76.9621,69.7327,75.3197,642.1614,129.5086,53.7562,182.3841,89.0066,69.8550,68.4123,148.8190,83.4650,73.0726,81.4315,76.3653,88.0779,70.3443,178.6409,70.1113,253.6939,653.8831,71.6353,625.9141,671.6026,88.3196,70.2448,63.2416,41.0427,96.4402,134.2822,78.3747,76.0671
379.6730,61.1932,687.9143,89.5584,142.3158,731.2525,65.6530,709.7754,71.7686,587.9474,58.8660,643.1677,90.8501,46.6990,44.9499,556.8901,38.3277,66.1359,59.3915,343.6625,682.8167,75.6175,89.9732,62.2048,344.3664,670.8882,71.1476,344.3396,90.5033,69.6497,68.6411,70.8887,88.3683,64.2405,58.6046,68.2478,67.5901,340.0999,71.3169,647.4627,92.4286,69.7403,70.8051,393.4571,339.1352,670.9864,67.9357,75.6881,72.8526,70.5608,73.3959,75.2667,54.5826,69.5139,637.0372,76.0794,342.1971,669.6365,74.2387,432.8583,68.3725,660.8876,75.0627,233.8784,68.0791,394.9182,73.7805,169.6966,89.9210,337.4023,669.7148,41.9919,339.2495,73.7415,61.0491,641.2003,72.0551,70.1544,145.0560,154.3821,73.0000,69.7662,72.4270,497.5107,333.5552,671.9189,272.2371,72.1679,69.2171,646.9900,360.2792,768.6776,91.2287,58.3144,654.7541,337.8697,676.0650,335.0169,252.7041,724.0008,91.1730,35.5523,82.9472,71.6871,648.9198,75.6082,77.0060,67.0609,661.7071,64.3124,185.8717,613.1993,334.6747,679.2005,55.0524,56.3873,142.0906,337.2480,78.1682,70.2925,76.5889,666.6408,131.0974,54.4240,183.6389,90.8257,70.5529,69.2011,149.9635,85.7991,74.4515,84.0282,77.2511,90.8540,70.9373,181.2597,70.8280,254.4225,655.7393,72.2217,627.9012,673.2268,91.0622,70.9726,64.3652,41.8473,98.4782,135.3553,79.3998,76.8526
381.6115,61.6373,689.0523,92.7833,142.7241,732.5998,65.6530,711.0942,72.1369,589.4515,59.5175,643.8764,93.8902,47.1169,45.3843,558.4774,38.8463,66.3402,60.0293,344.7164,684.6470,76.4148,92.9995,62.6932,345.6112,672.0442,71.8966,345.1436,93.3804,70.1308,68.8649,71.3642,91.3003,64.9058,59.3462,68.3724,68.0188,340.4472,71.6524,648.4744,95.6572,70.5362,71.4700,394.9574,339.7757,671.9738,70.5643,76.4147,73.5099,71.2511,74.4365,76.4110,55.2374,69.9378,637.9757,77.5998,342.7348,670.4766,75.1016,434.3893,69.0653,661.6134,76.0876,235.3955,68.4890,396.4560,74.7050,173.9270,92.8221,337.8391,670.7121,42.9244,340.5564,74.6597,61.9253,642.0370,72.6346,71.3729,147.1479,156.2240,73.8303,70.5304,73.2842,498.2936,334.0267,673.2353,273.5424,73.1002,70.3394,648.0987,362.2126,771.7831,94.0306,59.3192,656.3416,338.1894,677.8619,335.4345,253.5862,725.9575,94.0582,36.3723,84.9564,72.3136,650.5173,76.5606,77.7582,68.4226,664.0165,65.1107,187.4411,615.1776,335.0141,681.7071,55.8680,57.0557,143.3742,337.6176,79.4349,70.8861,77.9166,669.1417,132.7056,55.1309,184.8842,92.7362,71.2947,70.0391,151.0907,88.2438,75.8888,86.7500,78.1855,93.7567,71.5591,183.8935,71.5843,255.1180,657.5716,72.8306,629.9057,674.8485,93.9256,71.7407,65.5297,42.6950,100.6189,136.4339,80.4706,77.6745
383.5495,62.1040,690.1817,96.1625,143.1512,733.9455,65.6530,712.4038,72.5248,590.9679,60.1946,644.5864,97.0863,47.5617,45.8389,560.0642,39.3973,66.5535,60.6964,345.8099,686.4697,77.2320,96.1704,63.2024,346.8945,673.2026,72.6886,345.9558,96.3802,70.6329,69.1003,71.8564,94.3758,65.6039,60.1319,68.4979,68.4750,340.7995,72.0017,649.4852,99.0299,71.3741,72.1693,396.4846,340.4408,672.9606,73.3155,77.1652,74.1958,71.9825,75.5263,77.6194,55.9246,70.3863,638.9080,79.1776,343.2938,671.3077,75.9991,435.9278,69.7948,662.3248,77.1560,236.9074,68.9176,397.9929,75.6619,178.1432,95.8587,338.2958,671.7161,43.8997,341.8760,75.6172,62.8426,642.8842,73.2411,72.6688,149.2345,158.0832,74.7046,71.3368,74.1827,499.0921,334.5199,674.5755,274.8614,74.0806,71.5171,649.2297,364.1585,774.8795,96.9667,60.3700,657.9131,338.5239,679.6879,335.8737,254.4527,727.9248,97.0705,37.2309,86.9851,72.9549,652.1522,77.5503,78.5499,69.8449,666.3531,65.9354,189.0192,617.1598,335.3723,684.2035,56.7245,57.7471,144.6361,338.0096,80.7625,71.5138,79.3015,671.6473,134.3341,55.8770,186.1198,94.7382,72.0819,70.9266,152.2011,90.8010,77.3833,89.5897,79.1677,96.7842,72.2098,186.5402,72.3813,255.7806,659.3812,73.4617,631.9264,676.4688,96.9077,72.5500,66.7312,43.5866,102.8602,137.5183,81.5864,78.5323
385.4880,62.5932,691.3016,99.6934,143.5974,735.2884,65.6530,713.7048,72.9330,592.4970,60.8967,645.2963,100.4358,48.0337,46.3135,561.6501,39.9801,66.7756,61.3923,346.9419,688.2883,78.0683,99.4861,63.7320,348.2156,674.3640,73.5220,346.7745,99.5013,71.1555,69.3475,72.3641,97.5921,66.3347,60.9617,68.6249,68.9590,341.1558,72.3646,650.4949,102.5426,72.2534,72.9025,398.0406,341.1300,673.9468,76.1879,77.9395,74.9105,72.7562,76.6642,78.8909,56.6441,70.8597,639.8342,80.8099,343.8736,672.1315,76.9311,437.4731,70.5614,663.0199,78.2674,238.4144,69.3664,399.5272,76.6509,182.3364,99.0262,338.7713,672.7254,44.9170,343.2085,76.6149,63.8008,643.7424,73.8753,74.0433,151.3163,159.9605,75.6226,72.1856,75.1225,499.9074,335.0347,675.9390,276.1939,75.1092,72.7482,650.3831,366.1139,777.9659,100.0333,61.4662,659.4643,338.8732,681.5428,336.3337,255.3053,729.9028,100.2067,38.1280,89.0297,73.6100,653.8241,78.5763,79.3826,71.3270,668.7165,66.7855,190.6040,619.1460,335.7489,686.6884,57.6221,58.4607,145.8752,338.4241,82.1500,72.1757,80.7417,674.1552,135.9844,56.6616,187.3457,96.8318,72.9159,71.8649,153.2949,93.4719,78.9332,92.5385,80.1969,99.9324,72.8893,189.1974,73.2197,256.4111,661.1691,74.1148,633.9622,678.0886,100.0053,73.4012,67.9663,44.5225,105.1986,138.6083,82.7466,79.4249
387.4280,63.1050,692.4110,103.3730,144.0631,736.6277,65.6531,714.9982,73.3620,594.0409,61.6229,646.0045,103.9344,48.5330,46.8076,563.2338,40.5937,67.0070,62.1165,348.1112,690.1051,78.9231,102.9457,64.2815,349.5732,675.5289,74.3963,347.5983,102.7421,71.6975,69.6066,72.8867,100.9458,67.0982,61.8355,68.7549,69.4710,341.5153,72.7407,651.5033,106.1915,73.1742,73.6685,399.6268,341.8425,674.9324,79.1794,78.7372,75.6544,73.5730,77.8491,80.2245,57.3957,71.3581,640.7541,82.4934,344.4737,672.9496,77.8975,439.0249,71.3653,663.6979,79.4213,239.9173,69.8365,401.0567,77.6717,186.4971,102.3197,339.2650,673.7387,45.9758,344.5539,77.6534,64.7993,644.6113,74.5379,75.4957,153.3950,161.8567,76.5840,73.0769,76.1031,500.7404,335.5706,677.3257,277.5396,76.1862,74.0308,651.5590,368.0759,781.0416,103.2261,62.6072,660.9912,339.2370,683.4258,336.8132,256.1454,731.8919,103.4629,39.0630,91.0864,74.2793,655.5334,79.6375,80.2578,72.8677,671.1061,67.6598,192.1925,621.1376,336.1432,689.1601,58.5606,59.1955,147.0901,338.8611,83.5950,72.8710,82.2351,676.6629,137.6581,57.4835,188.5628,99.0166,73.7980,72.8558,154.3727,96.2571,80.5366,95.5863,81.2717,103.1959,73.5972,191.8634,74.0998,257.0099,662.9366,74.7900,636.0122,679.7090,103.2149,74.2948,69.2319,45.5029,107.6298,139.7037,83.9513,80.3502
389.3709,63.6393,693.5086,107.1974,144.5491,737.9641,65.6531,716.2852,73.8123,595.6027,62.3726,646.7098,107.5768,49.0596,47.3210,564.8136,41.2371,67.2482,62.8685,349.3171,691.9216,79.7959,106.5474,64.8503,350.9647,676.6979,75.3113,348.4254,106.1006,72.2570,69.8775,73.4242,104.4332,67.8939,62.7534,68.8895,70.0113,341.8769,73.1296,652.5105,109.9727,74.1365,74.4648,401.2442,342.5775,675.9176,82.2881,79.5582,76.4277,74.4323,79.0795,81.6190,58.1794,71.8815,641.6678,84.2240,345.0935,673.7635,78.8981,440.5831,72.2068,664.3581,80.6174,241.4164,70.3291,402.5788,78.7238,190.6158,105.7350,339.7763,674.7556,47.0750,345.9121,78.7331,65.8376,645.4901,75.2293,77.0226,155.4725,163.7725,77.5884,74.0106,77.1242,501.5922,336.1272,678.7354,278.8981,77.3112,75.3634,652.7575,370.0422,784.1056,106.5400,63.7920,662.4900,339.6154,685.3357,337.3104,256.9748,733.8934,106.8350,40.0354,93.1517,74.9638,657.2806,80.7327,81.1767,74.4655,673.5214,68.5570,193.7826,623.1363,336.5546,691.6166,59.5400,59.9506,148.2806,339.3205,85.0931,73.5994,83.7794,679.1680,139.3579,58.3413,189.7726,101.2921,74.7289,73.9015,155.4347,99.1561,82.1909,98.7222,82.3906,106.5689,74.3331,194.5364,75.0212,257.5778,664.6846,75.4879,638.0754,681.3306,106.5329,75.2310,70.5243,46.5280,110.1493,140.7978,85.2013,81.3060
